Case Name,Location,JSON
Montgomery v. USS Agri-Chemical Div.,"https://scholar.google.com/scholar_case?case=11607415846331828763&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 15, 'title': 'Montgomery v. USS Agri-Chemical Div.', 'result_id': 'G0rZqDbTFaEJ', 'link': 'https://scholar.google.com/scholar_case?case=11607415846331828763&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… 81A-143(b)). ""[T]he word `hearing\' as contained in our Civil Practice Act … In Jones v. Bibb Brick Co., supra, the Georgia Supreme Court held: ""If … Callaway v. Douglasville College, 99 Ga …', 'publication_info': {'summary': '270 SE 2d 362, 155 Ga. App. 189 - Ga: Court of Appeals, 1980 - Google Scholar', 'authors': [{'name': '270 SE 2d 362'}, {'name': '155 Ga. App. 189'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=G0rZqDbTFaEJ', 'cited_by': {'total': 23, 'link': 'https://scholar.google.com/scholar?cites=11607415846331828763&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '11607415846331828763', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=11607415846331828763&engine=google_scholar&hl=en&num=20'}}}"
Porter Coatings v. STEIN STEEL & SUPPLY COMPANY,"https://scholar.google.com/scholar_case?case=1055845801254950161&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 1, 'title': 'Porter Coatings v. STEIN STEEL & SUPPLY COMPANY', 'result_id': 'EZVjgSkepw4J', 'link': 'https://scholar.google.com/scholar_case?case=1055845801254950161&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Supreme Court of Georgia … Therefore, the procedure is designed to give the opposing party fair opportunity to contradict the supporting material relied upon by the movant … Co., 157 Ga …', 'publication_info': {'summary': '278 SE 2d 377, 247 Ga. 631 - Ga: Supreme Court, 1981 - Google Scholar', 'authors': [{'name': '278 SE 2d 377'}, {'name': '247 Ga. 631'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=EZVjgSkepw4J', 'cited_by': {'total': 44, 'link': 'https://scholar.google.com/scholar?cites=1055845801254950161&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '1055845801254950161', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=1055845801254950161&engine=google_scholar&hl=en&num=20'}}}"
Hayslip v. State,"https://scholar.google.com/scholar_case?case=5283691199514305100&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 2, 'title': 'Hayslip v. State', 'result_id': 'TGLo2SZxU0kJ', 'link': 'https://scholar.google.com/scholar_case?case=5283691199514305100&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Court of Appeals of Georgia … him to be tried in his ""prison garb."" See Sharpe v. State, 119 Ga … that appellant\'s clothing, though issued by the sheriff, was sufficiently ""civilian"" to preclude …', 'publication_info': {'summary': '270 SE 2d 61, 154 Ga. App. 835 - Ga: Court of Appeals, 1980 - Google Scholar', 'authors': [{'name': '270 SE 2d 61'}, {'name': '154 Ga. App. 835'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=TGLo2SZxU0kJ', 'cited_by': {'total': 21, 'link': 'https://scholar.google.com/scholar?cites=5283691199514305100&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '5283691199514305100', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=5283691199514305100&engine=google_scholar&hl=en&num=20'}}}"
Munday v. Brissette,"https://scholar.google.com/scholar_case?case=3349670307479214439&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 3, 'title': 'Munday v. Brissette', 'result_id': 'Z9n4t2VrfC4J', 'link': 'https://scholar.google.com/scholar_case?case=3349670307479214439&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Therefore, in Georgia the ruling of the court on the motion is one which is final … cases is that such error is purely a technicality and the Rules of Civil Procedure were adopted … 6-809 (Ga …', 'publication_info': {'summary': '148 SE 2d 55, 113 Ga. App. 147 - Ga: Court of Appeals, 1966 - Google Scholar', 'authors': [{'name': '148 SE 2d 55'}, {'name': '113 Ga. App. 147'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Z9n4t2VrfC4J', 'cited_by': {'total': 25, 'link': 'https://scholar.google.com/scholar?cites=3349670307479214439&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '3349670307479214439', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=3349670307479214439&engine=google_scholar&hl=en&num=20'}}}"
Bank South v. Roswell Jeep,"https://scholar.google.com/scholar_case?case=3566612328764438824&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 4, 'title': 'Bank South v. Roswell Jeep', 'result_id': 'KHmIKwQnfzEJ', 'link': 'https://scholar.google.com/scholar_case?case=3566612328764438824&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Practice & Procedure, Civil, § 2902, p. 309 (1973 ed.). Thus, the clear mandate of OCGA … to sell or convey his or her property, is recognized under Georgia law … of the Southeast, 140 Ga …', 'publication_info': {'summary': '408 SE 2d 503, 200 Ga. App. 489 - Ga: Court of Appeals, 1991 - Google Scholar', 'authors': [{'name': '408 SE 2d 503'}, {'name': '200 Ga. App. 489'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=KHmIKwQnfzEJ', 'cited_by': {'total': 15, 'link': 'https://scholar.google.com/scholar?cites=3566612328764438824&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '3566612328764438824', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=3566612328764438824&engine=google_scholar&hl=en&num=20'}}}"
Standish v. Hub Motor Co.,"https://scholar.google.com/scholar_case?case=8302922699210525082&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 6, 'title': 'Standish v. Hub Motor Co.', 'result_id': 'mon4QzToOXMJ', 'link': 'https://scholar.google.com/scholar_case?case=8302922699210525082&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… We consider a recent construction of the Georgia Act by this court to be … in such unlawful consumer acts or practices under the Rules of Civil Procedure to seek … 106-1210 (a) (Ga …', 'publication_info': {'summary': '254 SE 2d 416, 149 Ga. App. 365 - Ga: Court of Appeals, 1979 - Google Scholar', 'authors': [{'name': '254 SE 2d 416'}, {'name': '149 Ga. App. 365'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=mon4QzToOXMJ', 'cited_by': {'total': 17, 'link': 'https://scholar.google.com/scholar?cites=8302922699210525082&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '8302922699210525082', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=8302922699210525082&engine=google_scholar&hl=en&num=20'}}}"
In the Matter of Johnson,"https://scholar.google.com/scholar_case?case=1726043722420160954&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 5, 'title': 'In the Matter of Johnson', 'result_id': 'uoml3Z4j9BcJ', 'link': 'https://scholar.google.com/scholar_case?case=1726043722420160954&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '244 Ga … He has since received a first offender pardon issued by the Georgia Pardon & Parole … He is a former state legislator and presently serves on the Atlanta Civil Service Board and …', 'publication_info': {'summary': '259 SE 2d 57, 244 Ga. 109 - Ga: Supreme Court, 1979 - Google Scholar', 'authors': [{'name': '259 SE 2d 57'}, {'name': '244 Ga. 109'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=uoml3Z4j9BcJ', 'cited_by': {'total': 19, 'link': 'https://scholar.google.com/scholar?cites=1726043722420160954&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '1726043722420160954', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=1726043722420160954&engine=google_scholar&hl=en&num=20'}}}"
Jones v. Grimes,"https://scholar.google.com/scholar_case?case=155460404807790183&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 7, 'title': 'Jones v. Grimes', 'result_id': 'Z-40HWpOKAIJ', 'link': 'https://scholar.google.com/scholar_case?case=155460404807790183&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '219 Ga. 585 (1964). 134 SE2d 790. JONES v. GRIMES, Sheriff. 22289. Supreme Court of Georgia. Argued January 15, 1964. Decided January 22, 1964 …', 'publication_info': {'summary': '134 SE 2d 790, 219 Ga. 585 - Ga: Supreme Court, 1964 - Google Scholar', 'authors': [{'name': '134 SE 2d 790'}, {'name': '219 Ga. 585'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Z-40HWpOKAIJ', 'cited_by': {'total': 43, 'link': 'https://scholar.google.com/scholar?cites=155460404807790183&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '155460404807790183', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=155460404807790183&engine=google_scholar&hl=en&num=20'}}}"
"Dean v. GAINESVILLE STONE CO., INC.","https://scholar.google.com/scholar_case?case=13819309636852818630&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 8, 'title': 'Dean v. GAINESVILLE STONE CO., INC.', 'result_id': 'xqK-meUMyL8J', 'link': 'https://scholar.google.com/scholar_case?case=13819309636852818630&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '120 Ga … Court of Appeals of Georgia … Under the discovery provisions of the Civil Practice Act, a trial judge is authorized to direct parties to an action to produce pertinent documents for …', 'publication_info': {'summary': '170 SE 2d 348, 120 Ga. App. 315 - Ga: Court of Appeals, 1969 - Google Scholar', 'authors': [{'name': '170 SE 2d 348'}, {'name': '120 Ga. App. 315'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=xqK-meUMyL8J', 'cited_by': {'total': 10, 'link': 'https://scholar.google.com/scholar?cites=13819309636852818630&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '13819309636852818630', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=13819309636852818630&engine=google_scholar&hl=en&num=20'}}}"
Doby v. Evans,"https://scholar.google.com/scholar_case?case=12801649425363870485&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 9, 'title': 'Doby v. Evans', 'result_id': 'FaPliVOYqLEJ', 'link': 'https://scholar.google.com/scholar_case?case=12801649425363870485&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Ga. 777 (1988). 373 SE2d 757. DOBY v. EVANS. 45811. Supreme Court of Georgia. Decided December 1, 1988. Reconsideration Denied December 20, 1988. James R. Doby, pro se …', 'publication_info': {'summary': '373 SE 2d 757, 258 Ga. 777 - Ga: Supreme Court, 1988 - Google Scholar', 'authors': [{'name': '373 SE 2d 757'}, {'name': '258 Ga. 777'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=FaPliVOYqLEJ', 'cited_by': {'total': 4, 'link': 'https://scholar.google.com/scholar?cites=12801649425363870485&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '12801649425363870485', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=12801649425363870485&engine=google_scholar&hl=en&num=20'}}}"
"Algernon Blair, Inc. v. TRUST COMPANY OF GEORGIA BANK OF DEKALB","https://scholar.google.com/scholar_case?case=7491332104559438429&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 10, 'title': 'Algernon Blair, Inc. v. TRUST COMPANY OF GEORGIA BANK OF DEKALB', 'result_id': 'Xaq-utuO9mcJ', 'link': 'https://scholar.google.com/scholar_case?case=7491332104559438429&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… The defendant Trust Company of Georgia Bank of DeKalb filed, on July 21, 1967, general … the appellant, in substance, is that in the language of the 1966 Civil Practice Act … Airy, 186 Ga …', 'publication_info': {'summary': '160 SE 2d 395, 224 Ga. 118 - Ga: Supreme Court, 1968 - Google Scholar', 'authors': [{'name': '160 SE 2d 395'}, {'name': '224 Ga. 118'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Xaq-utuO9mcJ', 'cited_by': {'total': 20, 'link': 'https://scholar.google.com/scholar?cites=7491332104559438429&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '7491332104559438429', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=7491332104559438429&engine=google_scholar&hl=en&num=20'}}}"
Johnson v. Heifler,"https://scholar.google.com/scholar_case?case=17634530079584777391&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 1, 'title': 'Johnson v. Heifler', 'result_id': 'r3SX9qxvuvQJ', 'link': 'https://scholar.google.com/scholar_case?case=17634530079584777391&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… 53406. Court of Appeals of Georgia. Argued February 3, 1977 … Co., 119 Ga. App … 23, 25, n.2 (SDNY 1957); 10 Wright & Miller, Federal Practice and Procedure: Civil § 2719, p. 451 …', 'publication_info': {'summary': '233 SE 2d 853, 141 Ga. App. 460 - Ga: Court of Appeals, 1977 - Google Scholar', 'authors': [{'name': '233 SE 2d 853'}, {'name': '141 Ga. App. 460'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=r3SX9qxvuvQJ', 'cited_by': {'total': 30, 'link': 'https://scholar.google.com/scholar?cites=17634530079584777391&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '17634530079584777391', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=17634530079584777391&engine=google_scholar&hl=en&num=20'}}}"
Carswell v. Shannon,"https://scholar.google.com/scholar_case?case=2779451577249062805&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 2, 'title': 'Carswell v. Shannon', 'result_id': 'lV9UvHuYkiYJ', 'link': 'https://scholar.google.com/scholar_case?case=2779451577249062805&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Supreme Court of Georgia … and decrees speak for themselves, and our rules of procedure, pleading, and practice in civil actions make … Jur. 295, § 23; and Lawrence v. Lawrence, 87 Ga …', 'publication_info': {'summary': '74 SE 2d 850, 209 Ga. 596 - Ga: Supreme Court, 1953 - Google Scholar', 'authors': [{'name': '74 SE 2d 850'}, {'name': '209 Ga. 596'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=lV9UvHuYkiYJ', 'cited_by': {'total': 19, 'link': 'https://scholar.google.com/scholar?cites=2779451577249062805&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '2779451577249062805', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=2779451577249062805&engine=google_scholar&hl=en&num=20'}}}"
Ghertner v. Solaimani,"https://scholar.google.com/scholar_case?case=17510321471771601508&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 3, 'title': 'Ghertner v. Solaimani', 'result_id': 'ZGrX25ooAfMJ', 'link': 'https://scholar.google.com/scholar_case?case=17510321471771601508&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… 880 to Jewish law, one Jew did not take another Jew to civil court, but … At issue are the following provisions of the Georgia Arbitration Act, OCGA §§ 9-9-8(e … Greene v. Hundley, 266 Ga …', 'publication_info': {'summary': '563 SE 2d 878, 254 Ga. App. 821 - Ga: Court of Appeals, 2002 - Google Scholar', 'authors': [{'name': '563 SE 2d 878'}, {'name': '254 Ga. App. 821'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=ZGrX25ooAfMJ', 'cited_by': {'total': 25, 'link': 'https://scholar.google.com/scholar?cites=17510321471771601508&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '17510321471771601508', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=17510321471771601508&engine=google_scholar&hl=en&num=20'}}}"
Key v. State,"https://scholar.google.com/scholar_case?case=7054168301861534445&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 4, 'title': 'Key v. State', 'result_id': '7fpGKrJw5WEJ', 'link': 'https://scholar.google.com/scholar_case?case=7054168301861534445&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '147 Ga. App. 800 (1978). 250 SE2d 527 … 56383. Court of Appeals of Georgia. Submitted September 19, 1978 … Rehearing Denied October 30, 1978. Robert Pierce Key, pro se …', 'publication_info': {'summary': '250 SE 2d 527, 147 Ga. App. 800 - Ga: Court of Appeals, 1978 - Google Scholar', 'authors': [{'name': '250 SE 2d 527'}, {'name': '147 Ga. App. 800'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=7fpGKrJw5WEJ', 'cited_by': {'total': 16, 'link': 'https://scholar.google.com/scholar?cites=7054168301861534445&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '7054168301861534445', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=7054168301861534445&engine=google_scholar&hl=en&num=20'}}}"
Lancaster v. State,"https://scholar.google.com/scholar_case?case=17447387528706057193&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 5, 'title': 'Lancaster v. State', 'result_id': '6eMaY4SSIfIJ', 'link': 'https://scholar.google.com/scholar_case?case=17447387528706057193&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… 33429. Court of Appeals of Georgia … We will cite a number of cases regarding the use of the words in civil procedure and quote from several: This court, in Riggs v. Watson, 77 Ga …', 'publication_info': {'summary': '64 SE 2d 902, 83 Ga. App. 746 - Ga: Court of Appeals, 1951 - Google Scholar', 'authors': [{'name': '64 SE 2d 902'}, {'name': '83 Ga. App. 746'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=6eMaY4SSIfIJ', 'cited_by': {'total': 18, 'link': 'https://scholar.google.com/scholar?cites=17447387528706057193&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '17447387528706057193', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=17447387528706057193&engine=google_scholar&hl=en&num=20'}}}"
Dollar Concrete Construction Co. v. Watson,"https://scholar.google.com/scholar_case?case=83912590319847580&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 6, 'title': 'Dollar Concrete Construction Co. v. Watson', 'result_id': 'nIgyag4eKgEJ', 'link': 'https://scholar.google.com/scholar_case?case=83912590319847580&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… 9-11-21] parallels Rule 21 of the Federal Rules of Civil Procedure, and the … As in Slater v. Brigadier Homes, 198 Ga … A] binding precedent of the Supreme Court of Georgia is controlling …', 'publication_info': {'summary': '428 SE 2d 379, 207 Ga. App. 452 - Ga: Court of Appeals, 1993 - Google Scholar', 'authors': [{'name': '428 SE 2d 379'}, {'name': '207 Ga. App. 452'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=nIgyag4eKgEJ', 'cited_by': {'total': 17, 'link': 'https://scholar.google.com/scholar?cites=83912590319847580&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '83912590319847580', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=83912590319847580&engine=google_scholar&hl=en&num=20'}}}"
Allen v. Thomas,"https://scholar.google.com/scholar_case?case=120842493191092175&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 7, 'title': 'Allen v. Thomas', 'result_id': 'z3dteJtRrQEJ', 'link': 'https://scholar.google.com/scholar_case?case=120842493191092175&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… the court shall render judgment without the verdict of a jury in all civil cases where no … A New Role for an Ancient Writ: Postconviction Habeas Corpus Relief in Georgia (Part I), 8 Ga …', 'publication_info': {'summary': '265 Ga. 518, 458 SE 2d 107 - Ga: Supreme Court, 1995 - Google Scholar', 'authors': [{'name': '265 Ga. 518'}, {'name': '458 SE 2d 107'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=z3dteJtRrQEJ', 'cited_by': {'total': 24, 'link': 'https://scholar.google.com/scholar?cites=120842493191092175&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '120842493191092175', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=120842493191092175&engine=google_scholar&hl=en&num=20'}, 'versions': {'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=120842493191092175&hl=en&num=20&as_sdt=4,11', 'cluster_id': '120842493191092175', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=4%2C11&cluster=120842493191092175&engine=google_scholar&hl=en&num=20'}}}"
PAULSEN STREET INV. v. EBCO Gen. Agencies,"https://scholar.google.com/scholar_case?case=3798215219191206805&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 8, 'title': 'PAULSEN STREET INV. v. EBCO Gen. Agencies', 'result_id': 'ldNfOJ74tTQJ', 'link': 'https://scholar.google.com/scholar_case?case=3798215219191206805&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… While not interpreted in Georgia, the statutory language of OCGA § 11-9-104(f) has been … Compare Federal Rules of Civil Procedure, Rule 42, 28 USC; Vitner v. Funk, 182 Ga.App …', 'publication_info': {'summary': '481 SE 2d 246, 224 Ga. App. 507 - Ga: Court of Appeals, 1997 - Google Scholar', 'authors': [{'name': '481 SE 2d 246'}, {'name': '224 Ga. App. 507'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=ldNfOJ74tTQJ', 'cited_by': {'total': 16, 'link': 'https://scholar.google.com/scholar?cites=3798215219191206805&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '3798215219191206805', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=3798215219191206805&engine=google_scholar&hl=en&num=20'}}}"
Rector v. State,"https://scholar.google.com/scholar_case?case=649905981402113052&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 9, 'title': 'Rector v. State', 'result_id': 'HOTf9gvuBAkJ', 'link': 'https://scholar.google.com/scholar_case?case=649905981402113052&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… I felt that all things considered — she was originally from Vienna, Georgia … the legitimacy of the entire (jury selection) procedure."" (Cits.)\' Moore … for a new trial].\' Gamble v. State, [257 Ga …', 'publication_info': {'summary': '444 SE 2d 862, 213 Ga. App. 450 - Ga: Court of Appeals, 1994 - Google Scholar', 'authors': [{'name': '444 SE 2d 862'}, {'name': '213 Ga. App. 450'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=HOTf9gvuBAkJ', 'cited_by': {'total': 50, 'link': 'https://scholar.google.com/scholar?cites=649905981402113052&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '649905981402113052', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=649905981402113052&engine=google_scholar&hl=en&num=20'}}}"
McBride v. Gaither,"https://scholar.google.com/scholar_case?case=12486410520299917642&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 2, 'title': 'McBride v. Gaither', 'result_id': 'SlEtXjakSK0J', 'link': 'https://scholar.google.com/scholar_case?case=12486410520299917642&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '203 Ga. App … Court of Appeals of Georgia … Stephen McBride, who is an inmate at the Ware County Correctional Institute, filed several civil complaints in the Ware County Superior Court …', 'publication_info': {'summary': '418 SE 2d 67, 203 Ga. App. 885 - Ga: Court of Appeals, 1992 - Google Scholar', 'authors': [{'name': '418 SE 2d 67'}, {'name': '203 Ga. App. 885'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=SlEtXjakSK0J', 'cited_by': {'total': 3, 'link': 'https://scholar.google.com/scholar?cites=12486410520299917642&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '12486410520299917642', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=12486410520299917642&engine=google_scholar&hl=en&num=20'}}}"
Friedman v. Friedman,"https://scholar.google.com/scholar_case?case=5340712471112842767&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 3, 'title': 'Friedman v. Friedman', 'result_id': 'D_4tOLIFHkoJ', 'link': 'https://scholar.google.com/scholar_case?case=5340712471112842767&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Supreme Court of Georgia … See Dickey v. State, 240 Ga. 634, 639 (242 SE2d 55) (1978) (by admitting to prior inconsistent statement, impeachment procedure is complete) …', 'publication_info': {'summary': '384 SE 2d 641, 259 Ga. 530 - Ga: Supreme Court, 1989 - Google Scholar', 'authors': [{'name': '384 SE 2d 641'}, {'name': '259 Ga. 530'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=D_4tOLIFHkoJ', 'cited_by': {'total': 42, 'link': 'https://scholar.google.com/scholar?cites=5340712471112842767&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '5340712471112842767', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=5340712471112842767&engine=google_scholar&hl=en&num=20'}}}"
