Case Name,Case Number,Court,Judicial Officer,Date Filed,Case Type,Case Status,Plaintiff,Petitioner,Defendent,Compensation,Date Served,Path,Citations,Chronology
"Harry TELFAIR, Plaintiff, v. Thomas GILBERG, and Oscar Gaines, Defendants 1055003602971599687",civ. a. 493-310,"District Court, S.D. Georgia",Edenfield,"{'argued': '1994-10-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2149002/telfair-v-gilberg/,"['868 F. Supp. 1396', '1994 U.S. Dist. LEXIS 16494', '1994 WL 653518']",
"Harold A. JOHNSON, Plaintiff, v. Anne BARNES, Et Al., Defendants 8647984267537657437",203cv130,"District Court, S.D. Georgia",Edenfield,"{'argued': '2003-09-03', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2576879/johnson-v-barnes/,"['283 F. Supp. 2d 1297', '2003 WL 22137040', '2003 U.S. Dist. LEXIS 16212']",
"Johnny TRUITT, Petitioner, v. Thomas JONES, Et Al., Respondents 1589055696290232273",civ. a. 181-11,"District Court, S.D. Georgia",Bowen,"{'argued': '1985-06-11', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2141431/truitt-v-jones/,"['614 F. Supp. 1342', '1985 U.S. Dist. LEXIS 19013']",
"James Patrick DENSMORE, Petitioner, v. UNITED STATES of America, Respondent 1860293743901872330",cv407-146,"District Court, S.D. Georgia","Moore, Smith","{'argued': '2008-02-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2464253/densmore-v-united-states/,"['543 F. Supp. 2d 1359', '2008 U.S. Dist. LEXIS 14269', '2008 WL 516189']",
In re Errol Ricardo BIZZARD 7938309870030256953, 482-534,"District Court, S.D. Georgia",Bowen,"{'argued': '1983-03-21', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8893747/in-re-bizzard/,"['559 F. Supp. 507', '12 Fed. R. Serv. 1636', '1983 U.S. Dist. LEXIS 18387']",
"Rudolph HEARD, Plaintiff, v. E. B. CALDWELL, Warden, Georgia State Prison, Reidsville, Georgia, Defendant 7929541067674276601",civ. a. 3142,"District Court, S.D. Georgia",Lawrence,"{'argued': '1973-10-01', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2259178/heard-v-caldwell/,"['364 F. Supp. 419', '1973 U.S. Dist. LEXIS 11679']",
"Leroy CARVER v. James D. WHARTON, Warden 336121557076284143", cv 581-29,"District Court, S.D. Georgia",Alaimo,"{'argued': '1982-01-26', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8891467/carver-v-wharton/,"['532 F. Supp. 512', '1982 U.S. Dist. LEXIS 12119']",
"John Wesley GAY v. S. Lamont SMITH, Warden, Georgia State Prison 1521077648277757909", 713,"District Court, S.D. Georgia",Lawrence,"{'argued': '1968-11-29', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8785472/gay-v-smith/,"['294 F. Supp. 265', '1968 U.S. Dist. LEXIS 7992']",
"James Burney COOK v. S. Lamont SMITH, Warden, Georgia State Prison 6724732349235253072", 2512,"District Court, S.D. Georgia",Lawrence,"{'argued': '1969-08-15', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8790308/cook-v-smith/,"['303 F. Supp. 90', '1969 U.S. Dist. LEXIS 10272']",
"Thomas PHILLIPS v. S. Lamont SMITH, Warden, Georgia State Prison 221692379834943208", 2398,"District Court, S.D. Georgia",Lawrence,"{'argued': '1969-06-04', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8788914/phillips-v-smith/,"['300 F. Supp. 130', '1969 U.S. Dist. LEXIS 8396']",
"Sheila Elaine NEVILLE, Plaintiff, v. CLASSIC GARDENS, Et Al., Defendants 7744232428501957788",400cv190,"District Court, S.D. Georgia",Edenfield,"{'argued': '2001-01-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2472610/neville-v-classic-gardens/,"['141 F. Supp. 2d 1377', '2001 U.S. Dist. LEXIS 2634', '2001 WL 286910']",
"Gary Steven KRIST, Petitioner, v. S. Lamont SMITH, Warden, Georgia State Prison, Reidsville, Georgia, Respondent 5533280617554985792",2549,"District Court, S.D. Georgia",Lawrence,"{'argued': '1970-02-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2096118/krist-v-smith/,['309 F. Supp. 497'],
Thomas Bradford SHAW v. United States 115590811728041718, 2348,"District Court, S.D. Georgia",Lawrence,"{'argued': '1969-05-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8788065/shaw-v-united-states/,"['299 F. Supp. 824', '1969 U.S. Dist. LEXIS 8593']",
"William “Billy” MITCHELL, Petitioner, v. Joe S. HOPPER, Warden, Georgia State Prison, Respondent; Willie X. ROSS, Petitioner, v. Joe S. HOPPER, Warden, Georgia State Prison, Respondent; James Lee SPENCER, Petitioner, v. Walter D. ZANT, Warden, Georgia Diagnostic & Classification Center, Respondent 8856635559962417941","civ. a. cv478-132, cv478-162 and cv179-247","District Court, S.D. Georgia",Bowen,"{'argued': '1982-04-01', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2296055/mitchell-v-hopper/,['538 F. Supp. 77'],
"KINGVISION PAY PER VIEW, LTD., Plaintiff, v. Effie Louise WILLIAMS, D/B/A Beettle’s Place, and Soyop Sierleja, D/B/A Club Barcelona, Defendants 8380787735212556333",cv 197-46,"District Court, S.D. Georgia",Bowen,"{'argued': '1998-03-23', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2569727/kingvision-pay-per-view-ltd-v-williams/,"['1 F. Supp. 2d 1481', '1998 U.S. Dist. LEXIS 5774', '1998 WL 199606']",
"Robert Keith ABEL, Plaintiff, v. Harley LAPPIN, Director Federal Bureau of Prisons, Et Al., Defendants 6428238477524080242",civil action cv207-88,"District Court, S.D. Georgia",Anthony A. Alaimo,"{'argued': '2009-09-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2409732/abel-v-lappin/,"['661 F. Supp. 2d 1361', '2009 U.S. Dist. LEXIS 87987', '2009 WL 3055275']",
"Frederick WASHINGTON and Mini Jolita Washington v. The NATIONAL SHIPPING COMPANY OF SAUDI ARABIA, d/b/a Bahri", 4:16-cv-337,"District Court, S.D. Georgia",Baker,"{'argued': '2019-02-11', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7335460/washington-v-natl-shipping-co-of-saudi-arabia/,['374 F. Supp. 3d 1339'],
"Jefferson W. KELLER, III, Individually and D/B/A Century 21 Jeff Keller Realty, Plaintiff, v. GREATER AUGUSTA ASSOCIATION OF REALTORS, INC., a Georgia Corporation, Defendant 4766438265567615536",civil action cv 110-050,"District Court, S.D. Georgia",J. Randal Hall,"{'argued': '2011-01-12', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2475690/keller-v-greater-augusta-assn-of-realtors-inc/,"['760 F. Supp. 2d 1373', '2011 U.S. Dist. LEXIS 2864', '2011 WL 108726']",
"Jonathan SMITH Streamline Logistics, LLC Betty Padgett B & L Express, Inc. John L. Darnell, Jr. Henry Edwards and Linda J. Fifield, individually and on behalf of others similarly situated v. GEORGIA ENERGY USA, LLC Georgia Petro USA, LLC Fairley Cisco Cisco Oil, Inc Cisco Travel Plaza, Inc. Cisco Travel Plaza, Inc. II United Fuel, Inc. Kuldeep S. Sekhon Althea Cisco Shave Tammy Cisco Walker Jack Ghazi Kingsland Management, LLC Kingsland Management II, LLC Georgia Petro II USA, LLC Biju Abraham and Global Energy USA, LLC 7936256933659760301", cv208-20,"District Court, S.D. Georgia",Alaimo,"{'argued': '2009-08-10', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8772627/smith-v-georgia-energy-usa-llc/,"['259 F.R.D. 684', '2009 U.S. Dist. LEXIS 69812', '2009 WL 2486896']",
"Angela Dianna THOMPSON and Albert Thompson, Plaintiffs, v. Roger QUARLES and Werner Enterprises, Inc., Defendants",civil action cv107-149,"District Court, S.D. Georgia",Anthony A. Alaimo,"{'argued': '2008-07-16', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1897646/thompson-v-quarles/,"['392 B.R. 517', '2008 U.S. Dist. LEXIS 74903', '2008 WL 2794799']",
"Stuart PATRAY, Terry Patray, Plaintiffs, v. NORTHWEST PUBLISHING, INC., Et Al., Defendants 1254208844528270572",civil action 696-52,"District Court, S.D. Georgia",Edenfield,"{'argued': '1996-06-13', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2346581/patray-v-northwest-publishing-inc/,"['931 F. Supp. 865', '1996 U.S. Dist. LEXIS 8649']",
"Matthew WASHINGTON, Plaintiff, v. A.A. ALAIMO, Judge; Avant Edenfield, Chief Judge; Dudley H. Bowen, Jr., Judge; William T. Moore, Jr., Judge; W. Owens, Judge; James E. Graham, Magistrate Judge; C.W. Hicks, Jr., Magistrate Judge, Defendants 6083886060163234871",civil action cv695-104,"District Court, S.D. Georgia",Moore,"{'argued': '1996-05-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1955921/washington-v-alaimo/,"['934 F. Supp. 1395', '1996 U.S. Dist. LEXIS 11235', '1996 WL 449927']",
"Robert SPRINKLE, Plaintiff, v. CITY OF DOUGLAS, GEORGIA, Clifford Thomas, in His Individual and Official Capacity, Olivia Pearson, in Her Individual and Official Capacity, Jackie Wilson, in Her Individual and Official Capacity, and Tony Paulk, in His Individual and Official Capacity, Defendants 1014673130568538644",civil action cv507-056,"District Court, S.D. Georgia",Lisa G. Wood,"{'argued': '2008-11-21', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2414481/sprinkle-v-city-of-douglas-ga/,"['621 F. Supp. 2d 1327', '14 Wage & Hour Cas.2d (BNA) 840', '2008 U.S. Dist. LEXIS 94893', '105 Fair Empl. Prac. Cas. (BNA) 1178', '2008 WL 4974818']",
Duane R. OLSON v. Vic LOY 5967428548466336409, cv296-034,"District Court, S.D. Georgia",Alaimo,"{'argued': '1996-10-23', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8744271/olson-v-loy/,"['951 F. Supp. 225', '1996 U.S. Dist. LEXIS 19206', '1996 WL 738751']",
"MILLER CONSTRUCTION EQUIPMENT SALES, INC. v. CLARK EQUIPMENT COMPANY d/b/a Doosan Infracore Construction Equipment of America, JCB, Inc., Interested Party 2130440264111580388", mc415-013,"District Court, S.D. Georgia","Georgia, Smith, Southern","{'argued': '2015-08-21', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7315132/miller-construction-equipment-sales-inc-v-clark-equipment-co/,"['123 F. Supp. 3d 1377', '2015 U.S. Dist. LEXIS 111644', '2015 WL 5016504']",
"Thad BROWN, Plaintiff, v. David THOMPSON, C. Vinueza, Jack Davis, and Dr. Miller, Defendants 884278416004262001",civ. a. 493-319,"District Court, S.D. Georgia",Edenfield,"{'argued': '1994-10-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2148482/brown-v-thompson/,"['868 F. Supp. 326', '1994 U.S. Dist. LEXIS 16485', '1994 WL 653516']",
"Harry TELFAIR, Plaintiff, v. Thomas GILBERG, and Oscar Gaines, Defendants 5916413604866050430",civ. a. 493-310,"District Court, S.D. Georgia",Edenfield,"{'argued': '1994-10-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2149002/telfair-v-gilberg/,"['868 F. Supp. 1396', '1994 U.S. Dist. LEXIS 16494', '1994 WL 653518']",
Alexander GRAHAM v. Brian OWENS 7329103506346776112, cv413-105,"District Court, S.D. Georgia",Smith,"{'argued': '2013-06-28', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8726187/graham-v-owens/,"['951 F. Supp. 2d 1339', '2013 WL 3243551', '2013 U.S. Dist. LEXIS 91394']",
Thomas W. SIKES v. UNITED STATES DEPARTMENT OF the NAVY 1011739852441688072,cv 316-074,"District Court, S.D. Georgia","Bowen, Stated","{'argued': '2019-01-02', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7334815/sikes-v-us-dept-of-the-navy/,['366 F. Supp. 3d 1357'],
"United States v. Bill R. BARKER, Andrei Lee Royster, Jaromir William John, Hugh Dean Mingo, Charles Niles, Charlie T. Janes, Sr., Allen Dale Nowland, Jorge Arturo Borjas Del Cid, Bobby Riley, Jr., and John and Jane Does 3-10 910016661800091504", cv 298-143,"District Court, S.D. Georgia",Nangle,"{'argued': '1998-09-25', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/9053336/united-states-v-barker/,"['182 F.R.D. 661', '1998 U.S. Dist. LEXIS 15363', '1998 WL 677190']",
"Tyrone BROOKS, Et Al., Plaintiffs, v. STATE BOARD OF ELECTIONS, Et Al., Defendants, and Donald Cheeks, Et Al., Intervenors 2687488211756671397",civ. a. cv288-146,"District Court, S.D. Georgia",Edenfield,"{'argued': '1994-03-07', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1742998/brooks-v-state-board-of-elections/,"['848 F. Supp. 1548', '1994 U.S. Dist. LEXIS 3272', '1994 WL 90619']",
"Johnny TRUITT, Petitioner, v. Thomas JONES, Et Al., Respondents 4214795884347844485",civ. a. 181-11,"District Court, S.D. Georgia",Bowen,"{'argued': '1985-06-11', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2141431/truitt-v-jones/,"['614 F. Supp. 1342', '1985 U.S. Dist. LEXIS 19013']",
"John Thomas ANGLIN, Jr., Petitioner, v. Calvin E. GREEN, Warden, and Michael J. Bowers, Attorney General, Respondents 8729680506416842813",civ. a. cv485-120,"District Court, S.D. Georgia",Bowen,"{'argued': '1986-06-27', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1746027/anglin-v-green/,"['639 F. Supp. 490', '1986 U.S. Dist. LEXIS 23503']",
"Octavio REYES-MORALES, Petitioner, v. Walt WELLS, Warden, Et Al., Respondents 3815423998410961353",cv 309-074,"District Court, S.D. Georgia",Dudley H. Bowen,"{'argued': '2011-01-19', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2470723/reyes-morales-v-wells/,"['766 F. Supp. 2d 1349', '2011 U.S. Dist. LEXIS 6218', '2011 WL 201636']",
"CATERPILLAR, INC. and Yancy Bros. Co., Plaintiffs, v. S.S. ENTERPRISE, Etc.; And Nedlloyd (Incorporated in the Netherlands as Nedlloyd Lijnen B v. Rotterdam), Defendants and Third-Party Plaintiffs, v. CAROLINA SHIPPING COMPANY, Third-Party Defendant",civ. a. 488-255,"District Court, S.D. Georgia",Alaimo,"{'argued': '1989-10-30', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1406885/caterpillar-inc-v-ss-enterprise/,"['725 F. Supp. 1255', '1990 A.M.C. 991', '1989 U.S. Dist. LEXIS 14482', '1989 WL 146867']",
"Mrs. E. Claire KNOX and Katherine Carroll as Administratrix of the Estate of Lucinda Knox, Plaintiffs, v. Nathaniel HAYES, Roland’s Bonded Warehouse, Inc., Providence Washington Insurance Co., and Continental Casualty Co., Defendants 4162515899822748785",civil action 494-147,"District Court, S.D. Georgia",Edenfield,"{'argued': '1995-04-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1742109/knox-v-hayes/,"['933 F. Supp. 1573', '1995 U.S. Dist. LEXIS 21290', '1995 WL 874979']",
"Frank B. HUBBY, M.D., Plaintiff, v. HISTORIC SAVANNAH FOUNDATION, INC.; Georgia Endowment for the Humanities, Inc.; Georgia Semiquincentenary Commission, Defendants 7253503731080554905",civ. a. 483-066,"District Court, S.D. Georgia",Alaimo,"{'argued': '1985-01-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1514212/hubby-v-historic-savannah-foundation-inc/,"['623 F. Supp. 637', '1985 U.S. Dist. LEXIS 23327']",
"Lawrence MASSEY, Plaintiff, v. UNITED TRANSPORTATION UNION and Central of Georgia Railroad Company, Defendant",civ. a. 493-272,"District Court, S.D. Georgia",Edenfield,"{'argued': '1994-10-03', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2148991/massey-v-united-transportation-union/,"['868 F. Supp. 1385', '1994 U.S. Dist. LEXIS 16479', '1994 WL 653515']",
"Davida JOHNSON Pam Burke Henry Zittrouer George Deloach and George Seaton v. Zell MILLER, and Lucious Abrams, Jr., Intervenors-Defendants, and United States of America, Intervenor-Defendant 5668795325521754356", 194-008,"District Court, S.D. Georgia","Bowen, Edenfield, Edmondson","{'argued': '1994-09-12', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8726915/johnson-v-miller/,"['864 F. Supp. 1354', '1994 U.S. Dist. LEXIS 13043', '1994 WL 506780']",
"UNITED STATES of America, Plaintiff, v. Bill R. BARKER, Andrei Lee Royster, Jaromir William John, Hugh Dean Mingo, Charles Niles, Charlie T. Janes, Sr., Allen Dale Nowland, Jorge Arturo Borjas Del Cid, Bobby Riley, Jr., and John and Jane Does # 3-10, Defendants 603823049716062702",cv 298-143,"District Court, S.D. Georgia",Nangle,"{'argued': '1998-08-26', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2530400/united-states-v-barker/,"['19 F. Supp. 2d 1380', '1998 U.S. Dist. LEXIS 15344', '1998 WL 677164']",
"Guy J. CARRIER and Jacquelyn A. Carrier, Plaintiffs, v. Tim JORDAAN and Aventure Catamarans, Limited, Defendants 1221201991489060672",cv 208-068,"District Court, S.D. Georgia",Lisa Godbey Wood,"{'argued': '2010-09-22', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2469019/carrier-v-jordaan/,"['746 F. Supp. 2d 1341', '2010 U.S. Dist. LEXIS 99925', '2010 WL 3743649']",
"Angela F. DOXIE and All Other Persons Similarly Situated, Plaintiffs, v. FORD MOTOR CREDIT COMPANY, Defendant",civ. a. cv184-36,"District Court, S.D. Georgia",Bowen,"{'argued': '1984-10-18', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1888942/doxie-v-ford-motor-credit-co/,['603 F. Supp. 624'],
"AMERIS BANK, as assignee of The Federal Deposit Insurance Corporation, Receiver of Darby Bank and Trust Co. v. SB PARTNERS, LLC and Roy S. Shiver, Jr. 5954312164337564883",cv 614-097,"District Court, S.D. Georgia",Hall,"{'argued': '2016-01-04', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7317999/ameris-bank-ex-rel-federal-deposit-insurance-v-sb-partners-llc/,"['157 F. Supp. 3d 1356', '2016 U.S. Dist. LEXIS 5', '2016 WL 29224']",
"James Patrick DENSMORE, Petitioner, v. UNITED STATES of America, Respondent 2031117351101111280",cv407-146,"District Court, S.D. Georgia","Moore, Smith","{'argued': '2008-02-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2464253/densmore-v-united-states/,"['543 F. Supp. 2d 1359', '2008 U.S. Dist. LEXIS 14269', '2008 WL 516189']",
"Lisa McCOY, Petitioner, v. Kevin ROBERTS, Warden, Metro State Prison, Respondent 2529955372005723473",cv 306-101,"District Court, S.D. Georgia",Dudley H. Bowen,"{'argued': '2008-05-16', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2580804/mccoy-v-roberts/,"['559 F. Supp. 2d 1326', '2008 U.S. Dist. LEXIS 39813', '2008 WL 2097149']",
"Tyrone BROOKS, Et Al., Plaintiffs, v. STATE BOARD OF ELECTIONS, Et Al., Defendants, Donald Cheeks, Et Al., Intervenors 2183612705110194257",cv 288-146,"District Court, S.D. Georgia","Kravitch, Edenfield, Bowen","{'argued': '1993-11-02', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2255193/brooks-v-state-board-of-elections/,"['838 F. Supp. 601', '1993 U.S. Dist. LEXIS 15648', '1993 WL 452657']",
"Jeannette STEVENS v. SOUTHERN NUCLEAR OPERATING COMPANY, INC. 761314093311468397",cv 114-240,"District Court, S.D. Georgia","Georgia, Hall, Southern","{'argued': '2016-08-30', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7321968/stevens-v-southern-nuclear-operating-co/,"['209 F. Supp. 3d 1372', '2016 U.S. Dist. LEXIS 116376', '2016 WL 4535662']",
Eugene FRENCH v. Alan CARTER 5705444398422522438, cv410-141,"District Court, S.D. Georgia",Smith,"{'argued': '2012-02-15', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8711035/french-v-carter/,"['828 F. Supp. 2d 1309', '2012 WL 515255', '2012 U.S. Dist. LEXIS 19117']",
"Frances and Thomas KENDRICK D/B/A Georgia Paint & Body Works, Plaintiff, v. CITY COUNCIL OF AUGUSTA, GEORGIA, Defendant 1533510750696425738",civ. a. 179-266,"District Court, S.D. Georgia",Bowen,"{'argued': '1981-06-19', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1578562/kendrick-v-city-council-of-augusta-ga/,"['516 F. Supp. 1134', '1981 U.S. Dist. LEXIS 12800']",
"Eleanore Higginbotham ARETZ, Plaintiff, v. UNITED STATES of America, Defendant; Thomas F. ARETZ, Plaintiff, v. UNITED STATES of America, Defendant","civ. a. 1158, 1159","District Court, S.D. Georgia",Lawrence,"{'argued': '1978-08-30', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1463857/aretz-v-united-states/,"['456 F. Supp. 397', '1978 U.S. Dist. LEXIS 15790']",
"FEDERAL DEPOSIT INSURANCE CORPORATION, Plaintiff, v. Lynwood G. WILLIS, Robert H. Still, Jr., Richard J. Veenstra, and Roger R. Rowell, Defendants",civ. a. 179-63,"District Court, S.D. Georgia",Bowen,"{'argued': '1980-08-11', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1613997/federal-deposit-ins-corp-v-willis/,"['497 F. Supp. 272', '1980 U.S. Dist. LEXIS 17238']",
"Michael J. CESARONI, Jr., and James L. Drake, Jr., Trustee v. United States 8965665082888540915", cv483-497,"District Court, S.D. Georgia",Edenfield,"{'argued': '1985-04-09', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8900897/cesaroni-v-united-states/,"['624 F. Supp. 613', '1988 A.M.C. 1513', '1985 U.S. Dist. LEXIS 20923']",
Claim of GYPSUM CARRIER (Bareboat Charterer) and Oceanic Carrier (Owner) of the MOTORSHIP PACIFIC CARRIER as Assignees of Seaboard Coast Line Railroad Company Against Union Camp Corporation and the United States,civ. a. 2798,"District Court, S.D. Georgia",Lawrence,"{'argued': '1979-02-12', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1420444/claim-of-gypsum-carrier-v-union-camp-corp/,"['465 F. Supp. 1050', '1979 U.S. Dist. LEXIS 14490']",
Kenneth K. DIXON v. United States 3333963804249724959, cv 114-205,"District Court, S.D. Georgia",Hall,"{'argued': '2015-02-23', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7312857/dixon-v-united-states/,"['96 F. Supp. 3d 1364', '2015 U.S. Dist. LEXIS 21043', '2015 WL 769656']",
Kenneth K. DIXON v. United States 4262529455294371381, cv 114-205,"District Court, S.D. Georgia",Hall,"{'argued': '2015-02-23', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7312857/dixon-v-united-states/,"['96 F. Supp. 3d 1364', '2015 U.S. Dist. LEXIS 21043', '2015 WL 769656']",
"The AUGUSTA GOLF ASSOCIATION, INC., Plaintiff, v. UNITED STATES of America, Defendant",civ. a. 1384,"District Court, S.D. Georgia",Lawrence,"{'argued': '1971-09-16', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2181958/augusta-golf-association-inc-v-united-states/,"['338 F. Supp. 272', '28 A.F.T.R.2d (RIA) 5724', '1971 U.S. Dist. LEXIS 11634']",
"Joseph LOWE, Jr., Petitioner, v. E. B. CALDWELL, Warden, Georgia State Prison, Reidsville, Georgia, Respondent 2635481548782232945",civ. a. 3078,"District Court, S.D. Georgia",Lawrence,"{'argued': '1973-11-06', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1425666/lowe-v-caldwell/,"['367 F. Supp. 46', '1973 U.S. Dist. LEXIS 11206']",
Johnny Darnell WATERS v. GEORGIA DEPARTMENT OF JUVENILE JUSTICE 9171566461124233849,6:14-cv-10,"District Court, S.D. Georgia","Georgia, Hall, Southern","{'argued': '2016-04-14', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7320033/waters-v-georgia-department-of-juvenile-justice/,"['181 F. Supp. 3d 1226', '2016 U.S. Dist. LEXIS 50449', '2016 WL 1529908']",
"GOLD CROSS EMS, INC. v. The CHILDREN'S HOSPITAL OF ALABAMA", cv 113-081,"District Court, S.D. Georgia",Hall,"{'argued': '2015-01-08', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7311464/gold-cross-ems-inc-v-childrens-hospital-of-alabama/,"['79 F. Supp. 3d 1316', '2015 U.S. Dist. LEXIS 2054', '2015 WL 128181']",
State of GEORGIA v. Scott PRUITT 6002706022316876063, 2:15-cv-79,"District Court, S.D. Georgia","Hon, Wood","{'argued': '2018-06-08', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7331676/georgia-v-pruitt/,['326 F. Supp. 3d 1356'],
"William L. SCHNORBACH v. J. B. FUQUA, Individually, and Fuqua Television, Inc., a corporation, and Larry Bennett, Intervenors 6532620206911650405", 175-11,"District Court, S.D. Georgia",Alaimo,"{'argued': '1975-10-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8805441/schnorbach-v-fuqua/,"['70 F.R.D. 424', '21 Fed. R. Serv. 2d 924', '1975 U.S. Dist. LEXIS 15836']",
"Deborah LEE v. Harold Paul CHRISTIAN, individually and in his official capacity as County Manager of Pierce County. Georgia Carl Boyette Tommy Lowman Tom Davis and Matthew Carter 3954521633177404237", cv 214-97,"District Court, S.D. Georgia",Wood,"{'argued': '2015-03-30', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7313017/lee-v-christian/,"['98 F. Supp. 3d 1265', '2015 U.S. Dist. LEXIS 40482', '126 Fair Empl. Prac. Cas. (BNA) 1262', '2015 WL 1505973']",
"Maxi J. GORDON, Plaintiff, v. MCG HEALTH, INC., Defendant 850261101838020735",cv 102-111,"District Court, S.D. Georgia",Bowen,"{'argued': '2003-12-15', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2511398/gordon-v-mcg-health-inc/,"['301 F. Supp. 2d 1333', '2003 U.S. Dist. LEXIS 23820', '2003 WL 23200391']",
