Case Name,Case Number,Court,Judicial Officer,Date Filed,Case Type,Case Status,Plaintiff,Petitioner,Defendent,Compensation,Date Served,Path,Citations,Chronology
"Davida JOHNSON; Pam Burke; Henry Zittrouer; George L. Deloach; And George Seaton, Plaintiffs, v. Zell MILLER, in His Official Capacity as Governor of the State of Georgia; Pierre Howard, in His Official Capacity as Lieutenant Governor of the State of Georgia and President of the Georgia Senate; Thomas Murphy, in His Official Capacity as Speaker of the Georgia House of Representatives and Max Cleland, in His Official Capacity as Secretary of State of the State of Georgia, Defendants, and Lucious Abrams, Jr.; Rev. G.L. Avery; William Gary Chambers, Sr.; Judy Lambers; Rita Valenti; And Karen Watson, Intervenor Defendants, and United States of America, Intervenor Defendant",cv 194-008,"District Court, S.D. Georgia","Edmondson, Edenfield, Bowen","{'argued': '1995-12-01', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1592602/johnson-v-miller/,"['922 F. Supp. 1552', '1995 U.S. Dist. LEXIS 22575', '1995 WL 843126']",
Eugene FRENCH v. Alan CARTER, cv410-141,"District Court, S.D. Georgia",Smith,"{'argued': '2012-02-15', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8711035/french-v-carter/,"['828 F. Supp. 2d 1309', '2012 WL 515255', '2012 U.S. Dist. LEXIS 19117']",
"Harold A. JOHNSON, Plaintiff, v. Anne BARNES, Et Al., Defendants",203cv130,"District Court, S.D. Georgia",Edenfield,"{'argued': '2003-09-03', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2576879/johnson-v-barnes/,"['283 F. Supp. 2d 1297', '2003 WL 22137040', '2003 U.S. Dist. LEXIS 16212']",
"BIRMINGHAM SOUTHEAST, LLC, Et Al., Plaintiffs/Claimants, v. M/V MERCHANT PATRIOT, Etc., Et Al. Defendants/Petitioners","cv 498-007, cv 498-271, cv 498-282, cv 498-010, cv 499-33, cv 498-252, cv 499-116","District Court, S.D. Georgia",Nangle,"{'argued': '2000-02-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2569617/birmingham-southeast-llc-v-mv-merchant-patriot/,"['124 F. Supp. 2d 1327', '2000 A.M.C. 1015', '2000 U.S. Dist. LEXIS 19876', '2000 WL 1205339']",
"Davida JOHNSON Pam Burke Henry Zittrouer George L. Deloach and George Seaton v. Zell MILLER, in his official capacity as Governor of the State of Georgia", cv 194-008,"District Court, S.D. Georgia","Bowen, Edenfield, Edmondson","{'argued': '1995-12-13', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8738293/johnson-v-miller/,"['922 F. Supp. 1556', '1995 U.S. Dist. LEXIS 19774']",
"Eddie BARTELS, Et Al., Plaintiffs, v. ALABAMA COMMERCIAL COLLEGE, Inc., D/B/A Riley Training Institutes of Savannah, Waycross, and Brunswick, Georgia, Richard Riley, Secretary, U.S. Department of Education, the Higher Education Assistance Foundation, and the Georgia Higher Education Assistance Corporation, and Student Loan Marketing Association, Defendants",civil action cv294-150,"District Court, S.D. Georgia",Alaimo,"{'argued': '1995-12-15', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1448278/bartels-v-alabama-commercial-college-inc/,"['918 F. Supp. 1565', '1995 WL 817207']",
"James Patrick DENSMORE, Petitioner, v. UNITED STATES of America, Respondent",cv407-146,"District Court, S.D. Georgia","Moore, Smith","{'argued': '2008-02-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2464253/densmore-v-united-states/,"['543 F. Supp. 2d 1359', '2008 U.S. Dist. LEXIS 14269', '2008 WL 516189']",
"Lisa McCOY, Petitioner, v. Kevin ROBERTS, Warden, Metro State Prison, Respondent",cv 306-101,"District Court, S.D. Georgia",Dudley H. Bowen,"{'argued': '2008-05-16', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2580804/mccoy-v-roberts/,"['559 F. Supp. 2d 1326', '2008 U.S. Dist. LEXIS 39813', '2008 WL 2097149']",
"Alice Faye SIMMONS, Plaintiff, v. CHATHAM NURSING HOME, INC., D/B/A Chatham Nursing Home, Defendant",cv 499-154,"District Court, S.D. Georgia",Edenfield,"{'argued': '2000-04-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2284845/simmons-v-chatham-nursing-home-inc/,"['93 F. Supp. 2d 1265', '2000 U.S. Dist. LEXIS 5203', '2000 WL 432821']",
"Brenda S. BOOTH, Plaintiff, v. QUANTUM CHEMICAL CORP. D/B/A Suburban Propane, Defendant",civil action cv495-258,"District Court, S.D. Georgia",Moore,"{'argued': '1996-10-03', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1885218/booth-v-quantum-chemical-corp/,"['942 F. Supp. 580', '1996 U.S. Dist. LEXIS 15483', '1996 WL 598461']",
UNITED STATES of America v. Levon BAZEMORE, cv 496-141,"District Court, S.D. Georgia",Edenfield,"{'argued': '1997-08-11', 'reargued': None}",cr 491-176. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1608672/united-states-v-bazemore/,"['973 F. Supp. 1475', '1997 U.S. Dist. LEXIS 12184', '1997 WL 464318']",
"Mrs. E. Claire KNOX and Katherine Carroll as Administratrix of the Estate of Lucinda Knox, Plaintiffs, v. Nathaniel HAYES, Roland’s Bonded Warehouse, Inc., Providence Washington Insurance Co., and Continental Casualty Co., Defendants",civil action 494-147,"District Court, S.D. Georgia",Edenfield,"{'argued': '1995-04-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1742109/knox-v-hayes/,"['933 F. Supp. 1573', '1995 U.S. Dist. LEXIS 21290', '1995 WL 874979']",
"AMERICAN INTERSTATE INSURANCE COMPANY, Plaintiff, v. Kristina SMITH, Individually, and on Behalf of Tiera Michelle Hamilton, a Minor; Birdie and Russell Hamilton, as Administrators for the Estate of Shane Ray Hamilton; Marshall Jordan, Jr.; And Cooper Logging, Inc., Defendants",cv 107-045,"District Court, S.D. Georgia",Lisa Godbey Wood,"{'argued': '2008-01-29', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2389110/american-interstate-insurance-v-smith/,"['537 F. Supp. 2d 1378', '2008 U.S. Dist. LEXIS 6426', '2008 WL 268909']",
"In Re TPI INTERNATIONAL AIRWAYS, INC., Debtor. TPI INTERNATIONAL AIRWAYS, INC., Plaintiff, v. FEDERAL AVIATION ADMINISTRATION; Department of Transportation; United States Air Force; Department of Justice; The United States of America; Harry D. Dixon; Ruth Hearn Young; Michael E. Shaheen; Marcia W. Johnson; John H. Cassaday; Martin M. Kelly; Lawrence H. Brinker; Dennis E. Dutch; Lee H. Dayton; And Robert L. Wright, Defendants",mc298-8,"District Court, S.D. Georgia",Alaimo,"{'argued': '1998-05-13', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2019271/tpi-international-airways-inc-v-federal-aviation-administration-in-re/,"['222 B.R. 663', '1998 U.S. Dist. LEXIS 11324', '1998 WL 420546']",
"Bill THOMAS v. Lynn TAYLOR, Chief of Police", cv: 590-206,"District Court, S.D. Georgia",Edenfeld,"{'argued': '1991-08-06', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/9039821/thomas-v-taylor/,"['138 F.R.D. 614', '1991 U.S. Dist. LEXIS 12205', '1991 WL 166724']",
"Kenneth C. FERRON, Plaintiff, v. Togo D. WEST, in His Official Capacity as Secretary of the Army, Defendant",cv 497-352,"District Court, S.D. Georgia",Edenfield,"{'argued': '1998-06-08', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2466060/ferron-v-west/,"['10 F. Supp. 2d 1363', '1998 U.S. Dist. LEXIS 9754', '1998 WL 354058']",
"AMERIS BANK, as assignee of The Federal Deposit Insurance Corporation, Receiver of Darby Bank and Trust Co. v. SB PARTNERS, LLC and Roy S. Shiver, Jr.",cv 614-097,"District Court, S.D. Georgia",Hall,"{'argued': '2016-01-04', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7317999/ameris-bank-ex-rel-federal-deposit-insurance-v-sb-partners-llc/,"['157 F. Supp. 3d 1356', '2016 U.S. Dist. LEXIS 5', '2016 WL 29224']",
 5555268748525490940, cv687-070,"District Court, S.D. Georgia",Bowen,"{'argued': '1988-12-22', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1468290/united-states-v-fleet-factors-corp/,"['724 F. Supp. 955', '1988 WL 168303']",
"Gervin ROBERTSON, Plaintiff, v. GEORGIA DEPARTMENT OF CORRECTIONS, WAYCROSS PROBATION OFFICE, Defendant",cv588-130,"District Court, S.D. Georgia",Edenfield,"{'argued': '1989-07-06', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1406945/robertson-v-georgia-department-of-corrections-waycross-probation-office/,"['725 F. Supp. 533', '1989 U.S. Dist. LEXIS 8367', '50 Fair Empl. Prac. Cas. (BNA) 1804', '1989 WL 141399']",
"Jeannette STEVENS v. SOUTHERN NUCLEAR OPERATING COMPANY, INC.",cv 114-240,"District Court, S.D. Georgia","Georgia, Hall, Southern","{'argued': '2016-08-30', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7321968/stevens-v-southern-nuclear-operating-co/,"['209 F. Supp. 3d 1372', '2016 U.S. Dist. LEXIS 116376', '2016 WL 4535662']",
"KINGVISION PAY PER VIEW, LTD., Plaintiff, v. Effie Louise WILLIAMS, D/B/A Beettle’s Place, and Soyop Sierleja, D/B/A Club Barcelona, Defendants",cv 197-46,"District Court, S.D. Georgia",Bowen,"{'argued': '1998-03-23', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2569727/kingvision-pay-per-view-ltd-v-williams/,"['1 F. Supp. 2d 1481', '1998 U.S. Dist. LEXIS 5774', '1998 WL 199606']",
United States v. Stacy Paul WADDELL, cr415-095,"District Court, S.D. Georgia",Smith,"{'argued': '2015-12-23', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7317482/united-states-v-waddell/,"['151 F. Supp. 3d 1317', '2015 U.S. Dist. LEXIS 171219', '2015 WL 9311652']",
"Willie J. O’NEAL, Plaintiff, v. David C. EVANS, Commissioner, E. B. Caldwell, Deputy Commissioner, State Board of Corrections, Joe S. Hopper, Warden, Lt. L. Thigpen, Officer Boyette, Elton James, Assistant Warden, Defendants",civ. a. 477-95,"District Court, S.D. Georgia","Bowen, O'Neal","{'argued': '1980-09-10', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2350477/oneal-v-evans/,"['496 F. Supp. 867', '1980 U.S. Dist. LEXIS 13364']",
Kenneth K. DIXON v. United States, cv 114-205,"District Court, S.D. Georgia",Hall,"{'argued': '2015-02-23', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7312857/dixon-v-united-states/,"['96 F. Supp. 3d 1364', '2015 U.S. Dist. LEXIS 21043', '2015 WL 769656']",
"Charles LAU and Alexander Tate, Plaintiffs, v. Harold Henri KLINGER, Jr. and Tony Randalle Smith, Defendants",cv 498-102,"District Court, S.D. Georgia",Nangle,"{'argued': '1999-04-26', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2488156/lau-v-klinger/,"['46 F. Supp. 2d 1377', '1999 U.S. Dist. LEXIS 5955', '1999 WL 268454']",
"Frances and Thomas KENDRICK D/B/A Georgia Paint & Body Works, Plaintiff, v. CITY COUNCIL OF AUGUSTA, GEORGIA, Defendant",civ. a. 179-266,"District Court, S.D. Georgia",Bowen,"{'argued': '1981-06-19', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1578562/kendrick-v-city-council-of-augusta-ga/,"['516 F. Supp. 1134', '1981 U.S. Dist. LEXIS 12800']",
"Howard Joseph DAY v. Kenneth VAUGHN and James Springer, in their individual capacities", 6:14-cv-22,"District Court, S.D. Georgia",Edenfield,"{'argued': '2014-10-22', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7309624/day-v-vaughn/,"['56 F. Supp. 3d 1377', '2014 U.S. Dist. LEXIS 150192', '2014 WL 5369773']",
"In Re FRIEDMAN’S INC., Et Al., Debtors. Alan Cohen, as Trustee of the Friedman’s Creditor Trust, Plaintiff, v. Morgan Schiff & Co., Inc., Phillip E. Cohen, Sterling Brinkley, Bradley J. Stinn, Victor M. Suglia, and Alston & Bird LLP, Defendants",407cv041,"District Court, S.D. Georgia",B. Avant Edenfield,"{'argued': '2008-04-16', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1834145/cohen-v-morgan-schiff-co-in-re-friedmans-inc/,"['394 B.R. 623', '2008 U.S. Dist. LEXIS 31262', '2008 WL 1758815']",
In Re UNSOLICITED LETTERS TO FEDERAL JUDGES,400mc38,"District Court, S.D. Georgia",Edenfield,"{'argued': '2000-08-07', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2499673/in-re-unsolicited-letters-to-federal-judges/,"['120 F. Supp. 2d 1073', '2000 U.S. Dist. LEXIS 14626', '2000 WL 1474455']",
Johnny Darnell WATERS v. GEORGIA DEPARTMENT OF JUVENILE JUSTICE,6:14-cv-10,"District Court, S.D. Georgia","Georgia, Hall, Southern","{'argued': '2016-04-14', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7320033/waters-v-georgia-department-of-juvenile-justice/,"['181 F. Supp. 3d 1226', '2016 U.S. Dist. LEXIS 50449', '2016 WL 1529908']",
"Joseph LOWE, Jr., Petitioner, v. E. B. CALDWELL, Warden, Georgia State Prison, Reidsville, Georgia, Respondent",civ. a. 3078,"District Court, S.D. Georgia",Lawrence,"{'argued': '1973-11-06', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1425666/lowe-v-caldwell/,"['367 F. Supp. 46', '1973 U.S. Dist. LEXIS 11206']",
State of GEORGIA v. Scott PRUITT, 2:15-cv-79,"District Court, S.D. Georgia","Hon, Wood","{'argued': '2018-06-08', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7331676/georgia-v-pruitt/,['326 F. Supp. 3d 1356'],
"George C. JONES v. Dr. Allen L. AULT, Director of the Georgia Board of Correction and Offender Rehabilitation and Members thereof, and Joe S. Hopper, Warden, Georgia State Prison, Reidsville, Georgia, (two cases)","nos. cv474-279, cv474-293","District Court, S.D. Georgia",Lawrence,"{'argued': '1974-11-19', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8804300/jones-v-ault/,"['67 F.R.D. 124', '20 Fed. R. Serv. 2d 972', '1974 U.S. Dist. LEXIS 5710']",
"Wendell A. JENIFER, Plaintiff, v. FLEMING, INGRAM & FLOYD, P.C., F/K/A Fleming, Blanchard, Jackson & Durham, P.C.; John Fleming; And William M. Fleming, Defendants",cv 106-139,"District Court, S.D. Georgia",Lisa Godbey Wood,"{'argued': '2008-01-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2485646/jenifer-v-fleming-ingram-floyd-pc/,"['552 F. Supp. 2d 1370', '2008 U.S. Dist. LEXIS 5492', '2008 WL 228059']",
"In Re FRIEDMAN’S INC., Et. Al., Debtors. Alan Cohen, as Trustee of the Friedman’s Creditor Trust, Plaintiff, v. Morgan Schiff & Co., Inc., Phillip E. Cohen, Sterling Brinkley, Bradley J. Stinn, Victor M. Suglia, and Alston & Bird LLP, Defendants",407cv041,"District Court, S.D. Georgia",B. Avant Edenfield,"{'argued': '2008-01-10', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1844802/cohen-v-morgan-schiff-co-in-re-friedmans-inc/,"['385 B.R. 381', '2008 U.S. Dist. LEXIS 2145', '2008 WL 131163']",
"Deborah LEE v. Harold Paul CHRISTIAN, individually and in his official capacity as County Manager of Pierce County. Georgia Carl Boyette Tommy Lowman Tom Davis and Matthew Carter", cv 214-97,"District Court, S.D. Georgia",Wood,"{'argued': '2015-03-30', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7313017/lee-v-christian/,"['98 F. Supp. 3d 1265', '2015 U.S. Dist. LEXIS 40482', '126 Fair Empl. Prac. Cas. (BNA) 1262', '2015 WL 1505973']",
"E. Raymond MOCK, Jr. v. CENTRAL MUTUAL INSURANCE COMPANY",cv 214-113,"District Court, S.D. Georgia",Wood,"{'argued': '2016-01-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7318089/mock-v-central-mutual-insurance/,"['158 F. Supp. 3d 1332', '2016 U.S. Dist. LEXIS 8390', '2016 WL 310945']",
"Sheila Elaine NEVILLE, Plaintiff, v. CLASSIC GARDENS, Et Al., Defendants",400cv190,"District Court, S.D. Georgia",Edenfield,"{'argued': '2001-01-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2472610/neville-v-classic-gardens/,"['141 F. Supp. 2d 1377', '2001 U.S. Dist. LEXIS 2634', '2001 WL 286910']",
"Maxi J. GORDON, Plaintiff, v. MCG HEALTH, INC., Defendant",cv 102-111,"District Court, S.D. Georgia",Bowen,"{'argued': '2003-12-15', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2511398/gordon-v-mcg-health-inc/,"['301 F. Supp. 2d 1333', '2003 U.S. Dist. LEXIS 23820', '2003 WL 23200391']",
Thomas Bradford SHAW v. United States, 2348,"District Court, S.D. Georgia",Lawrence,"{'argued': '1969-05-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8788065/shaw-v-united-states/,"['299 F. Supp. 824', '1969 U.S. Dist. LEXIS 8593']",
"William L. SCHNORBACH v. J. B. FUQUA, Individually, and Fuqua Television, Inc., a corporation, and Larry Bennett, Intervenors", 175-11,"District Court, S.D. Georgia",Alaimo,"{'argued': '1975-10-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8805441/schnorbach-v-fuqua/,"['70 F.R.D. 424', '21 Fed. R. Serv. 2d 924', '1975 U.S. Dist. LEXIS 15836']",
"Ella Mae STARLING, Plaintiff, v. SEABOARD COAST LINE RAILROAD COMPANY, Et Al., Defendants; Ralph K. BUIE, Plaintiff, v. GAF CORPORATION, Et Al., Defendants; Robert E. STAPLETON, Et Al., Plaintiffs, v. OWENS-CORNING FIBERGLASS CORPORATION, Et Al., Defendants","civ. a. cv 281-109, cv 281-84 and cv 280-128","District Court, S.D. Georgia",Alaimo,"{'argued': '1982-01-26', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1507993/starling-v-seaboard-coast-line-railroad/,"['533 F. Supp. 183', '1982 U.S. Dist. LEXIS 12259']",
"Carol H. WILLIS, Plaintiff, v. UNIVERSITY HEALTH SERVICES, INC., D/B/A University Hospital; Sherry Hicks, Individually and in Her Official Capacity as Head Nurse of Postpartum for University Hospital; Mary Lynn Goforth, Individually and in Her Official Capacity as Director of Maternal/Child Nursing for University Hospital; Marilyn Bowcutt, Individually and in Her Official Capacity as Assistant Administrator of Nursing Services for University Hospital; And Joseph W. Herzberg, Individually and in His Official Capacity as Director of Personnel Services for University Hospital, Defendants",cv190-317,"District Court, S.D. Georgia",Bowen,"{'argued': '1992-07-27', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1651509/willis-v-university-health-services-inc/,"['804 F. Supp. 1557', '1992 U.S. Dist. LEXIS 15977', '1992 WL 296720']",
"Gary Steven KRIST, Petitioner, v. S. Lamont SMITH, Warden, Georgia State Prison, Reidsville, Georgia, Respondent",2549,"District Court, S.D. Georgia",Lawrence,"{'argued': '1970-02-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2096118/krist-v-smith/,['309 F. Supp. 497'],
"William “Billy” MITCHELL, Petitioner, v. Joe S. HOPPER, Warden, Georgia State Prison, Respondent; Willie X. ROSS, Petitioner, v. Joe S. HOPPER, Warden, Georgia State Prison, Respondent; James Lee SPENCER, Petitioner, v. Walter D. ZANT, Warden, Georgia Diagnostic & Classification Center, Respondent","civ. a. cv478-132, cv478-162 and cv179-247","District Court, S.D. Georgia",Bowen,"{'argued': '1982-04-01', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2296055/mitchell-v-hopper/,['538 F. Supp. 77'],
 3082167713298936441,cv 194-008,"District Court, S.D. Georgia","Edmondson, Circuit Judge Edenfield, Chief Judge and Bowen, District Judge","{'argued': '1995-12-13', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1592485/johnson-v-miller/,"['922 F. Supp. 1556', '1995 WL 783038']",
"ST. JOSEPH’S HOSPITAL, INC., Plaintiff, v. HOSPITAL AUTHORITY OF AMERICA, HCA Management Company, and Chatham County Hospital Authority, D/B/A Memorial Medical Center, Defendants",cv484-271,"District Court, S.D. Georgia",Edenfield,"{'argued': '1985-07-18', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1456402/st-josephs-hospital-inc-v-hospital-authority-of-america/,"['620 F. Supp. 814', '1985 U.S. Dist. LEXIS 17723']",
"Betty SOWERS, Plaintiff, v. KEMIRA, INC., Defendant",cv487-170,"District Court, S.D. Georgia",Edenfield,"{'argued': '1988-02-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1474289/sowers-v-kemira-inc/,"['701 F. Supp. 809', '1988 U.S. Dist. LEXIS 1331', '46 Fair Empl. Prac. Cas. (BNA) 1825', '1988 WL 128707']",
"Joseph James BLAKE, Petitioner, v. Walter ZANT, Warden, Georgia Diagnostic and Classification Center, Respondent; Christopher A. BURGER, Petitioner, v. Walter B. ZANT, Warden, Georgia Diagnostic and Classification Center, Respondent; William Neal MOORE, Petitioner, v. Charles BALKCOM, Warden, Respondent","cv480-251, cv280-114 and cv478-309","District Court, S.D. Georgia",B. Avant Edenfield,"{'argued': '1981-04-29', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1612838/blake-v-zant/,"['513 F. Supp. 772', '1981 U.S. Dist. LEXIS 13559']",
Ex parte LAW,,"District Court, S.D. Georgia",Erskine,"{'argued': '1866-05-31', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8653753/ex-parte-law/,"['15 F. Cas. 3', '35 Ga. 285', '1866 U.S. Dist. LEXIS 54']",
"Jefferson W. KELLER, III, Individually and D/B/A Century 21 Jeff Keller Realty, Plaintiff, v. GREATER AUGUSTA ASSOCIATION OF REALTORS, INC., a Georgia Corporation, Defendant 150707762461755130",civil action cv 110-050,"District Court, S.D. Georgia",J. Randal Hall,"{'argued': '2011-01-12', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2475690/keller-v-greater-augusta-assn-of-realtors-inc/,"['760 F. Supp. 2d 1373', '2011 U.S. Dist. LEXIS 2864', '2011 WL 108726']",
"AQUA LOG, INC., a Georgia Corporation, Plaintiff/Salvor, v. LOST AND ABANDONED PRE-CUT LOGS AND RAFTS OF LOGS Lying on the Bottom of a Navigable River Within One (1) Nautical Mile of a Point Located at 31° 38.939' North Latitude and 81° 47.650' West Longitude, in Rem Defendant. State of Georgia, Interested Party 7783641629854865900",civil action cv207-036,"District Court, S.D. Georgia",Lisa G. Wood,"{'argued': '2008-10-21', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2356620/aqua-log-inc-v-lost-abandoned-pre-cut-logs-rafts-of-logs/,"['584 F. Supp. 2d 1367', '2008 U.S. Dist. LEXIS 84429', '2008 WL 4657877']",
"Robert SPRINKLE, Plaintiff, v. CITY OF DOUGLAS, GEORGIA, Clifford Thomas, in His Individual and Official Capacity, Olivia Pearson, in Her Individual and Official Capacity, Jackie Wilson, in Her Individual and Official Capacity, and Tony Paulk, in His Individual and Official Capacity, Defendants 8487471425688948311",civil action cv507-056,"District Court, S.D. Georgia",Lisa G. Wood,"{'argued': '2008-11-21', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2414481/sprinkle-v-city-of-douglas-ga/,"['621 F. Supp. 2d 1327', '14 Wage & Hour Cas.2d (BNA) 840', '2008 U.S. Dist. LEXIS 94893', '105 Fair Empl. Prac. Cas. (BNA) 1178', '2008 WL 4974818']",
"Robert Keith ABEL, Plaintiff, v. Harley LAPPIN, Director Federal Bureau of Prisons, Et Al., Defendants 6341735649860969524",civil action cv207-88,"District Court, S.D. Georgia",Anthony A. Alaimo,"{'argued': '2009-09-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2409732/abel-v-lappin/,"['661 F. Supp. 2d 1361', '2009 U.S. Dist. LEXIS 87987', '2009 WL 3055275']",
"Ralph SMITH, Petitioner, v. Jose VAZQUEZ, Respondent 7985421066969958716",civil action cv206-275,"District Court, S.D. Georgia","Alaimo, Graham","{'argued': '2007-06-05', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2527291/smith-v-vazquez/,"['491 F. Supp. 2d 1165', '2007 U.S. Dist. LEXIS 40704', '2007 WL 1624645']",
Johnny Darnell WATERS v. GEORGIA DEPARTMENT OF JUVENILE JUSTICE 4432871956806686432,6:14-cv-10,"District Court, S.D. Georgia","Georgia, Hall, Southern","{'argued': '2016-04-14', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7320033/waters-v-georgia-department-of-juvenile-justice/,"['181 F. Supp. 3d 1226', '2016 U.S. Dist. LEXIS 50449', '2016 WL 1529908']",
"Tyrone BROOKS, Et Al., Plaintiffs, v. STATE BOARD OF ELECTIONS, Et Al., Defendants, and Donald Cheeks, Et Al., Intervenors 3544516710667382977",civ. a. cv288-146,"District Court, S.D. Georgia",Edenfield,"{'argued': '1994-03-07', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1742998/brooks-v-state-board-of-elections/,"['848 F. Supp. 1548', '1994 U.S. Dist. LEXIS 3272', '1994 WL 90619']",
"Amanda HEINISCH, individually and on behalf of her minor child, K.S. v. Alex Christopher BERNARDINI and Rebecca G. Crowe, in her individual capacity 3885991792208446050", cv414-221,"District Court, S.D. Georgia","Georgia, Moore, Southern","{'argued': '2016-09-29', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7322113/heinisch-v-bernardini/,"['211 F. Supp. 3d 1294', '2016 U.S. Dist. LEXIS 134476', '2016 WL 5661853']",
"Robert A. SMITH v. Michael L. THURMOND, Commissioner of Georgia Department of Labor and Georgia Department of Natural Resources 337582440790499897", cv510-026,"District Court, S.D. Georgia",Wood,"{'argued': '2010-11-22', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8714552/smith-v-thurmond/,"['854 F. Supp. 2d 1338', '2010 WL 8568128', '2010 U.S. Dist. LEXIS 144487']",
"Steven WILLIAMS, Plaintiff, v. Angela GRANT, Mental Health Director; Lieutenant Morales; And Four Unknown Prison Guards, Defendants 9070316011293130718",cv408-203,"District Court, S.D. Georgia",G.R. Smith,"{'argued': '2009-07-06', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1745426/williams-v-grant/,"['639 F. Supp. 2d 1377', '2009 U.S. Dist. LEXIS 71915', '2009 WL 2390521']",
